n_top	percentage_overlap	configuration	target	percentage_recovered	tp	gs_count	pp	type	grn	net	top_perc	dataset	method	xai_method	hidden_layer_size	n_hidden_layers	dropout	model	background	raw
0.05	0.15109714285714285	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.2438171428571429	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.45081142857142853	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.5846857142857144	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.88704	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.9723200000000001	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.006	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.11781714285714284	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.18754285714285715	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.694902857142857	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9217714285714286	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.04510857142857143	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.1384914285714286	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.40625142857142854	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.49492571428571436	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.878297142857143	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9933257142857144	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.0011212121212121212	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.08433333333333333	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.13592424242424242	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.36246969696969694	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.7409393939393939	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.01	0.032469696969696975	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.13589393939393937	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.22051515151515153	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.36457575757575755	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.45449999999999996	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.7261363636363636	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.8225303030303031	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.009409090909090907	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.03245454545454545	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.1883939393939394	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.27907575757575753	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.7425151515151516	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9629545454545456	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.034275	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.173975	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.239875	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.70305	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.8907250000000001	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	2.5e-05	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.024125	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.088525	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.18789999999999998	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.477025	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.890725	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.01	0.007575	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.088775	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.10049999999999999	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.192325	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.22752499999999998	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.5064	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.8308	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.001	0.0005600000000000001	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.01	0.04950857142857143	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.18054857142857142	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.31290285714285715	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.5287542857142857	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.6203085714285714	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.892902857142857	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.9701485714285715	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.016022857142857144	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.0884	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.2854971428571429	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.4078628571428571	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.8497257142857144	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9315199999999999	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.01	0.002022857142857143	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.13081142857142858	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.29022857142857145	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.47553142857142866	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.55208	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.91472	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9815314285714286	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.0012424242424242426	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.0165	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.06178787878787878	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.09954545454545453	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.42884848484848476	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.7509545454545457	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.001	0.0076212121212121215	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.01	0.04651515151515151	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.1707272727272727	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.2807878787878788	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.45200000000000007	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.519969696969697	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.7411212121212122	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.8094090909090909	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.01740909090909091	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.04863636363636364	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.22162121212121216	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.3041060606060606	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.6972575757575757	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9275909090909091	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.021799999999999996	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.10600000000000001	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.324075	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.39455	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.665475	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9432	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.05	0.010275000000000001	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.1	0.044225	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.2	0.1232	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.25	0.17845	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.5	0.4436	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.75	0.9384750000000001	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	off_target																	
0.01	0.017524999999999995	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.05	0.079975	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.1	0.11352500000000001	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.2	0.172025	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.25	0.20742500000000003	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.5	0.45890000000000003	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.75	0.7980750000000001	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
1.0	1.0	GradientShap_64_1_0.1_ZINBAutoencoder_zeros_X	on_target																	
0.01	0.029982905982905983	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.05	0.39439316239316236	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	0.5692991452991454	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.2	0.8170427350427352	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.25	0.8876752136752137	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.5	0.9531282051282052	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.75	0.9809230769230769	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	5.1282051282051286e-05	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.044410256410256414	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.15369230769230768	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.8756923076923079	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.9980683760683762	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.008256410256410255	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.051777777777777784	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.5385299145299145	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.9856239316239316	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.0011111111111111111	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.050700854700854704	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.12104273504273505	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.6786495726495727	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.9836068376068376	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	0.008547008547008548	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.11029059829059829	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.4862905982905983	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.5994700854700854	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.9295213675213676	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.9830940170940171	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.05	0.011836065573770491	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.1	0.1638360655737705	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.2	0.33655737704918026	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.43740983606557376	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.7716065573770492	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.9223606557377049	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.01	0.0010491803278688525	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.05	0.05550819672131148	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.1	0.22354098360655736	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.2	0.4186885245901639	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.25	0.4838688524590165	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.5	0.758	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.75	0.8089180327868852	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
1.0	1.0	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	on_target																	
0.2	0.018491803278688525	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.25	0.04186885245901639	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.5	0.18724590163934426	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
0.75	0.7441967213114754	GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros_X	off_target																	
